;attacks_BROKEN;attacks_FAST;attacks_MEDIUM;attacks_SLOW;attacks_total;dominance_leftwing_1stquarter;dominance_leftwing_2ndquarter;dominance_leftwing_3rdquarter;dominance_leftwing_4thquarter;dominance_middlewing_1stquarter;dominance_middlewing_2ndquarter;dominance_middlewing_3rdquarter;dominance_middlewing_4thquarter;dominance_rightwing_1stquarter;dominance_rightwing_2ndquarter;dominance_rightwing_3rdquarter;dominance_rightwing_4thquarter;goalmisses;goalmisses_GOALIE_CATCHED;goalmisses_OUTSIDE;goalmisses_kickedfrom_FAR_SHOT;goalmisses_kickedfrom_GOAL_AREA;goalmisses_kickedfrom_PENALTY_AREA;goalopportunities;goals;goals_kickedfrom_FAR_SHOT;goals_kickedfrom_GOAL_AREA;goals_kickedfrom_PENALTY_AREA;goalssuffered;passchains;passes;passmisses;timein_leftwing_1stquarter;timein_leftwing_2ndquarter;timein_leftwing_3rdquarter;timein_leftwing_4thquarter;timein_middlewing_1stquarter;timein_middlewing_2ndquarter;timein_middlewing_3rdquarter;timein_middlewing_4thquarter;timein_rightwing_1stquarter;timein_rightwing_2ndquarter;timein_rightwing_3rdquarter;timein_rightwing_4thquarter;wingchanges;wingchanges_partialvariation;wingchanges_totalvariation
2006
Hfut_Engine;5;3;0;0;8;0.20547945;0.24669603;0.13559322;0.17708332;0.16;0.28545454;0.17993078;0.0;0.3410853;0.41575493;0.5621415;0.1107011;1;1;0;1;0;0;1;0;0;0;0;1;2;39;24;0.0313152400835;0.0584551148225;0.00835073068894;0.017745302714;0.0375782881002;0.16388308977;0.0542797494781;0.0;0.0918580375783;0.198329853862;0.306889352818;0.0313152400835;2;2;0
WE2008;0;6;0;1;7;0.4723247;0.23900574;0.3698031;0.15891473;0.0;0.550173;0.46;0.48444443;0.23958332;0.59322037;0.4537445;0.3972603;4;4;0;4;0;0;7;1;0;0;1;0;12;79;15;0.106400665004;0.103906899418;0.140482128013;0.0340814630091;0.0;0.13216957606;0.210307564422;0.0906068162926;0.0191188694929;0.0290939318371;0.0856192851205;0.04821280133;10;10;0

Nemesis;7;2;1;0;10;0.390625;0.42590122;0.46277664;0.17241379;0.3591954;0.44936707;0.3882979;0.55;0.12639405;0.32991455;0.44753086;0.06122449;1;1;0;1;0;0;0;0;0;0;0;4;18;148;80;0.043808411215;0.186331775701;0.134345794393;0.00292056074766;0.0730140186916;0.248831775701;0.0852803738318;0.00642523364486;0.0198598130841;0.11273364486;0.0846962616822;0.0017523364486;31;31;0
AmoyNQ;2;7;0;0;9;0.3265306;0.14506173;0.30427351;0.18959108;0.45;0.32446808;0.22679325;0.2729885;0.4827586;0.17706238;0.2162884;0.23958332;4;4;0;4;0;0;9;4;1;1;2;0;8;78;35;0.0153403643337;0.0450623202301;0.170661553212;0.0488974113135;0.00862895493768;0.116970278044;0.206136145733;0.0910834132311;0.0134228187919;0.0843720038351;0.155321188878;0.0441035474593;10;10;0

Nemesis;8;1;1;0;10;0.28602621;0.47050938;0.52071823;0.59477127;0.20512821;0.32673267;0.35204082;0.6875;0.0;0.19379845;0.14772727;1.0;1;1;0;1;0;0;3;1;0;0;1;1;22;160;36;0.0807147258164;0.216266173752;0.232285890327;0.0560690080099;0.0739371534196;0.203327171904;0.0850277264325;0.0271102895872;0.0;0.0154035736291;0.00800985828712;0.00184842883549;47;47;0
WE2008;1;6;2;1;10;0.0;0.7272727;0.627907;0.85167465;0.0;0.5280612;0.47623764;0.4700855;0.156862755;0.26933702;0.34986595;0.558952;7;7;0;6;1;0;17;1;0;0;1;1;18;116;15;0.0;0.0316518298714;0.040059347181;0.0880316518299;0.0;0.10237388724;0.237883283877;0.136003956479;0.0118694362018;0.0964391691395;0.129080118694;0.126607319486;21;21;0


Group C
LEAKINDROPS;5;0;0;0;5;0.16953316;0.41902836;0.7412588;0.0;0.3504902;0.57237934;0.5129151;0.0;0.1423077;0.19705883;0.42168674;0.0;0;0;0;0;0;0;0;0;0;1;0;5;13;95;36;0.0495689655172;0.148706896552;0.152298850575;0.0;0.102729885057;0.247126436782;0.0998563218391;0.0;0.0531609195402;0.0962643678161;0.0502873563218;0.0;14;14;0
HELIOS2008;2;13;0;0;15;0.0;0.3253012;0.6705882;0.6596154;1.0;0.3321033;0.31281197;0.40931374;0.6428571;0.031468532;0.45951416;0.62407864;5;4;1;4;0;1;43;5;0;2;2;0;20;115;11;0.0;0.029933481153;0.252771618625;0.190133037694;0.00388026607539;0.049889135255;0.10421286031;0.0925720620843;0.0049889135255;0.0049889135255;0.125831485588;0.140798226164;22;22;0

OxBlue08;3;7;2;0;12;0.21818182;0.3643411;0.43636364;0.49939392;0.13636364;0.7027027;0.20458265;0.41717793;0.078947363;0.42207794;0.28791773;0.49449036;3;1;2;1;0;2;23;4;0;0;3;0;16;104;30;0.00697674418605;0.0273255813953;0.139534883721;0.239534883721;0.00174418604651;0.0151162790698;0.0726744186047;0.118604651163;0.00174418604651;0.0377906976744;0.13023255814;0.208720930233;12;12;0
ATH;2;1;0;0;3;0.24793388;0.49357327;0.26623377;0.0;0.22699387;0.6677577;0.21621622;0.09090909;0.21818182;0.3418182;0.31007751;0.27272728;0;0;0;0;0;0;0;0;0;0;1;4;17;113;18;0.115606936416;0.246628131021;0.0263326910726;0.0;0.0712909441233;0.26204238921;0.00513808606294;0.00128452151574;0.115606936416;0.120745022479;0.0256904303147;0.00963391136802;18;18;0

OxBlue08;7;4;0;0;11;0.0499168;0.26832644;0.5471698;0.84210526;0.1779141;0.2717949;0.327791;0.47297295;0.05022831;0.22893772;0.58004642;0.8224299;0;0;0;0;0;0;1;0;0;0;0;9;17;94;30;0.0211714890614;0.136908962597;0.143260409315;0.101623147495;0.0204657727594;0.112208892025;0.0973888496824;0.0247000705716;0.015525758645;0.0882145377558;0.176429075512;0.0621030345801;9;9;0
HELIOS2008;2;20;0;0;22;0.05607476;0.26450115;0.56227104;0.6347032;0.16216215;0.4584323;0.51794876;0.404908;0.07017544;0.3180593;0.50760723;0.75207985;1;1;0;0;0;1;17;9;0;0;9;0;20;142;14;0.00269299820467;0.0511669658887;0.137791741472;0.124775583483;0.00538599640934;0.0866247755835;0.135996409336;0.0296229802513;0.00538599640934;0.0529622980251;0.164721723519;0.202872531418;32;32;0

OxBlue08;2;7;1;0;10;0.067073174;0.11792453;0.6612466;0.6626506;0.56521736;0.079027357;0.2515244;0.4691849;0.5531915;0.16957607;0.41945774;0.77157364;6;4;2;2;0;4;17;2;0;0;2;0;16;94;28;0.00737759892689;0.0167672702884;0.163648558015;0.0737759892689;0.00871898054997;0.0174379610999;0.110663983903;0.158283031522;0.0174379610999;0.0456069751844;0.176391683434;0.203890006707;13;13;0
LEAKINDROPS;11;3;0;0;14;0.053299494;0.36842106;0.6508728;0.14893617;0.25844933;0.5137195;0.8085107;0.13043478;0.078313255;0.18428185;0.7688679;0.42682926;1;1;0;0;0;1;0;0;0;0;0;2;15;91;18;0.0133757961783;0.147133757962;0.166242038217;0.00445859872611;0.0828025477707;0.214649681529;0.169426751592;0.00191082802548;0.00828025477707;0.0433121019108;0.103821656051;0.0445859872611;10;10;0


Group D
DAInamite;6;6;3;0;15;0.1182266;0.4589286;0.34482758;0.5809859;0.37238495;0.58299595;0.39092495;0.221519;0.09937888;0.29616087;0.41505375;0.7371795;1;1;0;1;0;0;10;0;0;0;0;3;22;158;70;0.012987012987;0.139069264069;0.0649350649351;0.0892857142857;0.0481601731602;0.233766233766;0.121212121212;0.0189393939394;0.017316017316;0.0876623376623;0.104437229437;0.0622294372294;27;27;0
Oxsy;7;9;0;0;16;0.16025642;0.28817204;0.48446068;0.54347824;0.16455696;0.23385689;0.16329285;0.25523012;0.11971831;0.20402298;0.20892857;0.57635468;3;2;1;2;0;1;16;3;0;1;2;0;6;71;27;0.01953125;0.1046875;0.20703125;0.13671875;0.0203125;0.1046875;0.09453125;0.04765625;0.0265625;0.05546875;0.09140625;0.09140625;14;14;0

NCL08;9;12;1;0;22;0.1580756;0.218716;0.34965034;0.77391304;0.08484849;0.40161724;0.23293173;0.2311828;0.48780487;0.40710384;0.48968105;0.6748663;2;2;0;0;0;2;10;1;0;0;1;3;5;56;28;0.022340942205;0.0976202039825;0.0971345313259;0.12967459932;0.00679941719281;0.0723652258378;0.0281690140845;0.0208839242351;0.0194269062652;0.0723652258378;0.12676056338;0.306459446333;13;13;0
DAInamite;4;3;1;0;8;0.12941177;0.3977486;0.47267757;0.09756097;0.4408602;0.67068275;0.47708897;0.63030304;0.12463768;0.5314685;0.6887922;0.652921;3;3;0;2;0;1;7;3;0;0;3;1;24;172;17;0.0546522131888;0.0957542908762;0.0781391147245;0.00361336946703;0.037037037037;0.0754290876242;0.079945799458;0.0469738030714;0.0194218608853;0.137308039747;0.285907859079;0.0858175248419;19;19;0

NCL08;8;9;0;0;17;0.38427948;0.41943733;0.4352227;0.76980194;0.18965517;0.28400597;0.4650456;0.28368795;0.20192307;0.4208494;0.5287009;0.4005525;2;1;1;1;0;1;6;1;0;0;1;4;10;73;36;0.0521636040308;0.0972139893302;0.127445168939;0.184350918791;0.0326022525193;0.112625963248;0.0906935388263;0.0237107291049;0.0248962655602;0.0646117368109;0.103734439834;0.0859513930053;18;18;0
Oxsy;10;10;0;0;20;0.1160221;0.10271903;0.2857143;0.63461536;0.3900709;0.34954407;0.4633782;0.51724136;0.1039604;0.2834008;0.32225063;0.37554585;4;4;0;3;0;1;9;4;0;0;4;1;17;94;20;0.0321592649311;0.0260336906585;0.0566615620214;0.101071975498;0.042113323124;0.0880551301685;0.237366003063;0.114854517611;0.0321592649311;0.10719754977;0.0964777947933;0.0658499234303;22;22;0


Group E
DAInamite;8;5;1;0;14;0.19907408;0.2835821;0.34316357;0.17829456;0.18376068;0.57746475;0.3365651;0.13761468;0.057251906;0.16554054;0.42291374;0.56904762;2;2;0;2;0;0;1;0;0;0;0;6;22;132;52;0.0268918073796;0.083176985616;0.0800500312695;0.0143839899937;0.0268918073796;0.230769230769;0.151969981238;0.0093808630394;0.0093808630394;0.0306441525954;0.186991869919;0.149468417761;20;20;0
AmoyNQ;8;9;1;0;18;0.12380953;0.27439886;0.5777027;0.63740456;0.17431192;0.33518005;0.147104845;0.35897438;0.21705427;0.386059;0.3240938;0.55555557;2;0;2;2;0;0;6;6;0;1;5;0;10;69;22;0.0354464894342;0.13224267212;0.116564417178;0.113837764145;0.0129516019087;0.164962508521;0.0640763462849;0.0572597137014;0.0190865712338;0.0981595092025;0.103612815269;0.081799591002;9;9;0

DAInamite;7;8;1;0;16;0.05955335;0.27829313;0.48065174;0.47470818;0.23857868;0.60209423;0.59014084;0.23943663;0.08970977;0.41394337;0.4317618;0.40051018;8;8;0;7;1;0;10;2;0;0;2;1;18;115;34;0.0132085855806;0.0825536598789;0.129884424876;0.0671436433682;0.0258668134287;0.126582278481;0.230599889928;0.0187121629059;0.0187121629059;0.10456796918;0.0957622454595;0.0864061640066;16;16;0
OxBlue08;6;11;1;0;18;0.34948982;0.3647643;0.49891068;0.7994723;0.09859155;0.21549297;0.19633507;0.3248731;0.17120623;0.30549898;0.44155846;0.7444169;0;0;0;0;0;0;3;1;0;1;0;2;12;82;22;0.0738942826321;0.07928802589;0.123516720604;0.163430420712;0.00755124056095;0.0825242718447;0.0404530744337;0.0345199568501;0.0237324703344;0.0809061488673;0.128371089536;0.161812297735;13;13;0

LEAKINDROPS;5;1;1;0;7;0.043227663;0.2379518;0.392638;0.0;0.048027444;0.4956012;0.6262626;0.0;0.05862069;0.31212723;0.42084167;0.51648354;0;0;0;0;0;0;0;0;0;2;0;10;4;50;38;0.032967032967;0.0868131868132;0.0703296703297;0.0;0.0307692307692;0.185714285714;0.0681318681319;0.0;0.0186813186813;0.172527472527;0.230769230769;0.103296703297;6;6;0
Brainstormers08;3;13;0;0;16;0.10989011;0.48697395;0.5089463;0.61724136;0.0;0.36363636;0.3607038;0.7169811;0.0;0.4785276;0.49698795;0.67002884;4;3;1;2;0;2;32;10;0;1;7;0;21;141;11;0.0100857286939;0.122541603631;0.129097327282;0.0902672718104;0.0;0.018154311649;0.0620272314675;0.210791729702;0.0;0.0393343419062;0.0832072617247;0.234493192133;23;23;0

LEAKINDROPS;8;1;0;0;9;0.2155477;0.52244896;0.824;1.0;0.23154364;0.38394417;0.6527273;0.52941177;0.079027357;0.23303167;0.6581059;0.18421053;0;0;0;0;0;0;1;0;0;1;0;4;16;117;18;0.0325680726108;0.136679124399;0.164975974373;0.0234917245061;0.0368392952483;0.117458622531;0.191671115857;0.00480512546716;0.0138814735718;0.0549919914576;0.218900160171;0.00373731980779;26;26;0
Nemesis;11;7;0;0;18;0.02631579;0.1974318;0.59049774;0.7325228;0.0;0.24;0.4572426;0.53691273;0.0;0.050666666;0.39591835;0.71024734;5;3;2;3;0;2;17;4;0;0;3;0;15;111;5;0.000627352572146;0.0771643663739;0.16373902133;0.151191969887;0.0;0.0828105395232;0.164366373902;0.100376411543;0.0;0.0119196988708;0.121706398996;0.126097867001;17;17;0

LEAKINDROPS;9;1;1;0;11;0.359375;0.23584906;0.5095057;0.8478261;0.22826088;0.63071514;0.79591835;0.125;0.09146341;0.40569668;0.5036819;0.0;0;0;0;0;0;0;1;1;0;0;1;0;13;143;30;0.00996533795494;0.0433275563258;0.0580589254766;0.0337954939341;0.0181975736568;0.233102253033;0.219670710572;0.000866551126516;0.00649913344887;0.228336221837;0.148180242634;0.0;11;11;0
OPU_hana_2D;16;1;0;0;17;0.21052631;0.30338734;0.39260967;0.40243904;0.125;0.11459969;0.15943728;0.28804346;0.08695652;0.3802281;0.620283;0.375;1;1;0;1;0;0;3;0;0;0;0;1;3;44;5;0.00276816608997;0.142560553633;0.352941176471;0.0456747404844;0.00138408304498;0.0505190311419;0.0941176470588;0.036678200692;0.00553633217993;0.0692041522491;0.182006920415;0.0166089965398;6;6;0

Nemesis;11;3;1;0;15;0.20661158;0.2262931;0.5037369;0.61650486;0.17272728;0.24090246;0.18088737;0.27710842;0.012820513;0.1705757;0.35897438;0.50588238;0;0;0;0;0;0;2;1;0;0;1;1;17;109;34;0.0318268618714;0.13367281986;0.214513049013;0.161680458307;0.0241884150223;0.210693825589;0.0674729471674;0.0146403564609;0.000636537237428;0.0509229789943;0.062380649268;0.0273711012094;40;40;0
DAInamite;2;7;0;0;9;0.11764706;0.27838829;0.7100213;0.8589743;0.40963856;0.6757679;0.6186317;0.42272728;0.12135922;0.31988043;0.7025862;0.43388428;4;4;0;4;0;0;2;1;0;0;1;1;29;224;12;0.00347222222222;0.0263888888889;0.115625;0.0232638888889;0.0118055555556;0.1375;0.295138888889;0.0322916666667;0.0173611111111;0.0743055555556;0.226388888889;0.0364583333333;37;37;0

Nemesis;9;6;0;0;15;0.0;0.31089745;0.20689655;0.61702126;0.3846154;0.6520211;0.6851683;0.4601227;0.0;0.2815405;0.2483871;0.59942364;2;0;2;0;0;2;7;0;0;0;0;0;34;188;42;0.0;0.0403326403326;0.0274428274428;0.0241164241164;0.016632016632;0.308523908524;0.313097713098;0.031185031185;0.0;0.0881496881497;0.0640332640333;0.0864864864865;24;24;0
OPU_hana_2D;18;4;1;0;23;0.11527377;0.57258064;0.53519257;0.0;0.19018404;0.15741584;0.20386644;0.09615385;0.09574469;0.71159874;0.47115387;0.4431818;1;0;1;0;0;1;1;0;0;0;0;0;11;58;11;0.0240096038415;0.213085234094;0.241896758703;0.0;0.0186074429772;0.103841536615;0.139255702281;0.00600240096038;0.00540216086435;0.136254501801;0.0882352941176;0.0234093637455;13;13;0

OPU_hana_2D;17;2;0;0;19;0.3038674;0.28515112;0.28907923;0.0;0.16574585;0.1961564;0.068511195;0.0;0.21212122;0.40537243;0.3622449;0.0;0;0;0;0;0;0;0;0;0;0;0;2;1;43;30;0.0419847328244;0.165648854962;0.103053435115;0.0;0.0458015267176;0.225954198473;0.0396946564885;0.0;0.0160305343511;0.253435114504;0.108396946565;0.0;11;11;0
DAInamite;1;7;0;0;8;0.5576923;0.34438778;0.4126984;0.26262627;1.0;0.81291176;0.666004;0.51657455;0.3275862;0.45824413;0.6044678;0.4475138;4;3;1;3;0;1;13;2;0;0;2;0;31;303;24;0.00931577256666;0.0433665274655;0.108576935432;0.00835207195631;0.000642467073562;0.198201092194;0.322839704465;0.0600706713781;0.00610343719884;0.0687439768712;0.147767426919;0.0260199164793;50;50;0

OxBlue08;3;4;0;0;7;0.31182796;0.28645834;0.27114428;0.2013889;0.18954248;0.31078905;0.3263158;0.19354837;0.24647886;0.40718563;0.35727787;0.47272728;0;0;0;0;0;0;1;0;0;0;1;2;14;99;44;0.0702746365105;0.133279483037;0.0880452342488;0.0234248788368;0.0234248788368;0.155896607431;0.100161550889;0.00969305331179;0.0282714054927;0.1098546042;0.152665589661;0.105008077544;20;20;0
AmoyNQ;9;5;2;0;16;0.08727273;0.28166351;0.21257486;0.3028169;0.24193548;0.5;0.37359097;0.18300653;0.15277778;0.3283582;0.3940972;0.34408604;5;5;0;5;0;0;6;2;0;0;1;0;6;59;22;0.0195280716029;0.121236777868;0.0577705451587;0.0349877949552;0.0122050447518;0.154597233523;0.188771358828;0.0227827502034;0.0179007323027;0.107404393816;0.184703010578;0.0781122864117;13;13;0

OxBlue08;5;4;0;0;9;0.16666668;0.30129871;0.38131313;0.17777779;0.10429448;0.4527221;0.37468983;0.46268658;0.05159705;0.3274559;0.34951458;0.46226414;0;0;0;0;0;0;1;0;0;0;0;4;8;63;48;0.0769230769231;0.108818011257;0.141651031895;0.015009380863;0.015947467167;0.148217636023;0.141651031895;0.0290806754221;0.0196998123827;0.121951219512;0.135084427767;0.0459662288931;14;14;0
Brainstormers08;4;10;0;0;14;0.17924528;0.342233;0.4836272;0.6805897;0.1641791;0.32754345;0.28080229;0.58895706;0.26666668;0.21212122;0.37662334;0.47154472;3;3;0;2;0;1;8;4;0;0;4;0;14;90;16;0.013094417643;0.0971743625086;0.132322536182;0.190902825637;0.00758097863542;0.0909717436251;0.0675396278429;0.066161268091;0.0165403170227;0.0578911095796;0.0999310820124;0.15988973122;10;10;0


Group F
ATH;7;3;0;0;10;0.18696884;0.35628742;0.43220337;0.6171875;0.4465409;0.58498024;0.4882353;0.0;0.17378048;0.48178135;0.57701714;0.0;0;0;0;0;0;0;0;0;0;0;0;1;15;93;24;0.0459610027855;0.0828690807799;0.0355153203343;0.0550139275766;0.0494428969359;0.206128133705;0.115598885794;0.0;0.0793871866295;0.16573816156;0.1643454039;0.0;10;10;0
HELIOS2008;5;15;0;0;20;0.19178082;0.27628363;0.4008097;0.60518295;1.0;0.32058823;0.31027668;0.20125786;0.0390625;0.18644068;0.5898204;0.6260623;4;4;0;3;0;1;5;1;0;0;1;0;13;85;16;0.00937709310114;0.0756865371735;0.132618888145;0.265907568654;0.0187541862023;0.073007367716;0.105157401206;0.0214333556597;0.00334896182184;0.0147354320161;0.13194909578;0.148024112525;20;20;0

ATH;7;3;0;0;10;0.15482233;0.29523811;0.57225437;0.0;0.205298;0.43886463;0.55303032;0.8627451;0.18507463;0.54579437;0.50289017;0.5138889;0;0;0;0;0;0;4;1;0;0;2;1;10;64;16;0.0453194650817;0.0690936106984;0.0735512630015;0.0;0.0230312035661;0.149331352155;0.108469539376;0.0653789004458;0.0921248142645;0.216939078752;0.12927191679;0.0274888558692;11;11;0
Strive2D;3;9;3;0;15;0.31944445;0.33526012;0.29719627;0.4910448;0.078431377;0.43939392;0.3275109;0.5298013;0.4642857;0.36994217;0.5873016;0.65736046;1;0;1;0;0;1;7;1;0;0;0;1;12;70;8;0.0153129161119;0.0772303595206;0.10585885486;0.219041278296;0.00532623169108;0.0772303595206;0.0998668442077;0.0532623169108;0.008655126498;0.0426098535286;0.123169107856;0.172436750999;8;8;0

HELIOS2008;12;8;2;0;22;0.025974026;0.28030304;0.6125356;0.58791206;0.47368423;0.51953125;0.54022987;0.46341465;0.05691057;0.26335876;0.5743973;0.47292416;5;5;0;5;0;0;5;4;0;0;4;0;20;115;28;0.00294117647059;0.0362745098039;0.105392156863;0.0524509803922;0.0176470588235;0.0651960784314;0.0921568627451;0.0558823529412;0.00343137254902;0.101470588235;0.338725490196;0.128431372549;18;18;0
NCL08;8;5;0;0;13;0.19133574;0.27597672;0.56615776;0.7317073;0.21544716;0.30172413;0.36328125;0.013157895;0.13186814;0.26210827;0.51893936;0.8874458;0;0;0;0;0;0;1;0;0;0;0;4;10;77;22;0.0629827688651;0.197266785502;0.264408793821;0.0534759358289;0.0314913844326;0.0623885918004;0.0552584670232;0.000594177064765;0.0142602495544;0.0546642899584;0.0814022578728;0.121806298277;15;15;0

Hfut_Engine;2;4;1;0;7;0.21830986;0.352518;0.43351063;0.6875;0.1183432;0.2755102;0.4551451;0.36486485;0.29906542;0.29255318;0.35918365;0.52348995;2;2;0;0;0;2;8;4;0;0;4;1;14;98;38;0.0241057542768;0.0762052877138;0.126749611198;0.145412130638;0.0155520995334;0.104976671851;0.268273716952;0.0419906687403;0.0248833592535;0.042768273717;0.0684292379471;0.0606531881804;23;23;0
Ri-one;7;3;0;0;10;0.08053691;0.2367347;0.54255318;0.14953271;0.18918919;0.29155672;0.51428574;0.57988167;0.12867647;0.28723404;0.528777;0.38028168;0;0;0;0;0;0;4;1;0;0;1;4;14;87;25;0.0106100795756;0.0512820512821;0.0901856763926;0.0141467727675;0.0247568523431;0.195402298851;0.222811671088;0.0866489832007;0.0309460654288;0.0954907161804;0.129973474801;0.0477453580902;24;24;0

Hfut_Engine;7;3;0;0;10;0.2074074;0.21443298;0.28467155;0.3131313;0.2413793;0.23064516;0.1527559;0.3652174;0.05555556;0.19714966;0.29777777;0.63548386;3;2;1;2;0;1;5;2;0;0;1;0;6;51;30;0.0289855072464;0.107660455487;0.0807453416149;0.0320910973085;0.0217391304348;0.148033126294;0.100414078675;0.0434782608696;0.00828157349896;0.0859213250518;0.138716356108;0.203933747412;9;9;0
Strive2D;8;2;0;0;10;0.038709679;0.38222225;0.64845604;0.49305553;0.22608696;0.57007874;0.63548386;0.71264366;0.3232323;0.31751823;0.53195877;0.36296295;0;0;0;0;0;0;4;0;0;0;1;2;17;135;20;0.00667408231368;0.0956618464961;0.151835372636;0.039488320356;0.0144605116796;0.201334816463;0.219132369299;0.0344827586207;0.0177975528365;0.0483870967742;0.143492769744;0.0272525027809;24;24;0

Hfut_Engine;7;4;0;0;11;0.22666668;0.1965812;0.35359116;0.41882355;0.13095239;0.30016582;0.18240343;0.08928572;0.16959064;0.36177475;0.41904762;0.4513889;0;0;0;0;0;0;3;1;0;0;1;4;6;77;42;0.0630213160334;0.0639481000927;0.118628359592;0.164967562558;0.0305838739574;0.167747914736;0.0787766450417;0.00463392029657;0.0268767377201;0.0982391102873;0.122335495829;0.0602409638554;14;14;0
WE2008;2;6;0;0;8;0.21527777;0.26666668;0.4675768;0.5497076;0.25;0.40557938;0.5140962;0.3849206;0.17882353;0.2596685;0.55840458;0.55;4;4;0;4;0;0;8;4;1;0;3;1;11;95;22;0.0208473436449;0.0564895763282;0.0921318090114;0.0632145258911;0.00941492938803;0.127101546738;0.208473436449;0.0652320107599;0.0511096166779;0.0632145258911;0.131809011432;0.110961667787;17;17;0

NCL08;12;0;0;0;12;0.09936575;0.49173553;0.59876545;0.0;0.2199074;0.344473;0.27364864;0.0;0.12405064;0.54332554;0.5855379;0.30000002;0;0;0;0;0;0;0;0;0;1;0;9;12;80;24;0.0301282051282;0.152564102564;0.124358974359;0.0;0.0608974358974;0.171794871795;0.0519230769231;0.0;0.0314102564103;0.148717948718;0.212820512821;0.0153846153846;17;17;0
WE2008;2;20;0;0;22;0.4;0.21516756;0.3091335;0.58227848;0.6451613;0.5439189;0.50128536;0.4398148;0.0;0.29012346;0.45247932;0.7970402;7;6;1;4;0;3;17;9;0;0;8;0;17;112;14;0.0162684290798;0.0620233858668;0.0671072699542;0.116929334011;0.0101677681749;0.0818505338078;0.19827147941;0.0965937976614;0.0;0.047788510422;0.111337061515;0.191662430097;24;24;0

Strive2D;0;2;0;0;2;0.23220974;0.28321678;0.73451324;1.0;0.12835249;0.5336427;0.28651684;0.7435898;0.1;0.25503355;0.40186916;0.0;0;0;0;0;0;0;3;1;0;0;2;13;12;95;50;0.0545774647887;0.0713028169014;0.146126760563;0.0625;0.0589788732394;0.404929577465;0.0448943661972;0.0255281690141;0.0264084507042;0.0669014084507;0.0378521126761;0.0;21;21;0
Oxsy;1;14;0;0;15;0.0;0.15887851;0.45302013;0.66;0.0;0.38764046;0.27958239;0.5670498;0.0;0.0044247788;0.28321678;0.35955055;7;6;1;4;0;3;24;13;1;0;11;1;6;71;15;0.0;0.0149911816578;0.119047619048;0.174603174603;0.0;0.0608465608466;0.212522045855;0.26102292769;0.0;0.000881834215168;0.0714285714286;0.0846560846561;10;10;0

Strive2D;4;5;0;0;9;0.41346153;0.7613636;0.6907731;0.65;0.0;0.36410255;0.36700336;0.5074627;0.0;0.14583333;0.39795918;0.48466255;2;1;1;1;0;1;1;0;0;0;0;1;16;87;14;0.0354785478548;0.165841584158;0.228547854785;0.214521452145;0.0;0.0585808580858;0.0899339933993;0.0280528052805;0.0;0.0173267326733;0.0965346534653;0.0651815181518;11;11;0
Ri-one;4;3;0;0;7;0.196319;0.27210886;0.6736111;0.76712326;0.40298508;0.47138046;0.43076923;0.20930233;0.13;0.19201996;0.12878788;0.125;6;5;1;4;0;2;2;1;1;0;0;0;6;44;11;0.0450704225352;0.112676056338;0.13661971831;0.0788732394366;0.0380281690141;0.197183098592;0.118309859155;0.0253521126761;0.0732394366197;0.108450704225;0.0478873239437;0.0183098591549;9;9;0

WE2008;1;9;0;0;10;0.13245032;0.67045456;0.6689655;0.60109287;0.2;0.38053097;0.27249357;0.24836601;0.1414791;0.3882979;0.37121212;0.5327869;2;2;0;1;0;1;3;4;1;0;3;2;14;75;34;0.0373134328358;0.0550373134328;0.0904850746269;0.102611940299;0.0699626865672;0.120335820896;0.0988805970149;0.035447761194;0.0410447761194;0.136194029851;0.0914179104478;0.121268656716;8;8;0
Oxsy;4;9;0;0;13;0.08196721;0.16666668;0.27127659;0.55948555;0.31372551;0.45758354;0.3716814;0.4693333;0.076502733;0.2;0.27272728;0.40728477;3;2;1;0;0;3;18;2;0;0;2;4;8;69;22;0.0189035916824;0.0415879017013;0.0964083175803;0.164461247637;0.0453686200378;0.168241965974;0.119092627599;0.166351606805;0.0132325141777;0.0274102079395;0.0226843100189;0.116257088847;14;14;0


Place 13-14
OPU_hana_2D;13;4;0;0;17;0.1884058;0.46827133;0.52755905;0.45882355;0.23589745;0.27502636;0.11842106;0.26213593;0.07335907;0.27787308;0.40535717;0.6494845;2;2;0;1;0;1;2;3;0;0;3;1;9;59;20;0.0445510623715;0.146675805346;0.137765592872;0.0267306374229;0.0315284441398;0.178889650446;0.0493488690884;0.0185058259082;0.0130226182317;0.111034955449;0.15558601782;0.0863605209047;13;13;0
Strive2D;8;6;2;0;16;0.25773195;0.24464285;0.51801033;0.7065637;0.16504854;0.72039474;0.6596417;0.3025641;0.03529412;0.28346458;0.45295406;0.52463768;1;0;1;0;0;1;2;1;0;0;1;3;21;134;15;0.0216356555604;0.0592816962354;0.130679359585;0.0791864993509;0.00735612289052;0.189528342709;0.270878407616;0.0255300735612;0.00129813933362;0.0467330160104;0.0895716140199;0.0783210731285;21;21;0


Place11-12
